"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+1.04250000000E+009, +1.80042744720E-001, +0.00000000000E+000
+1.04312500000E+009, +1.80175090159E-001, +0.00000000000E+000
+1.04375000000E+009, +1.81051201084E-001, +0.00000000000E+000
+1.04437500000E+009, +1.79969213969E-001, +0.00000000000E+000
+1.04500000000E+009, +1.78715966540E-001, +0.00000000000E+000
+1.04562500000E+009, +1.80920979433E-001, +0.00000000000E+000
+1.04625000000E+009, +1.80120872879E-001, +0.00000000000E+000
+1.04687500000E+009, +1.80265346380E-001, +0.00000000000E+000
+1.04750000000E+009, +1.78576622942E-001, +0.00000000000E+000
+1.04812500000E+009, +1.79493479186E-001, +0.00000000000E+000
+1.04875000000E+009, +1.79601284688E-001, +0.00000000000E+000
+1.04937500000E+009, +1.80081362565E-001, +0.00000000000E+000
+1.05000000000E+009, +1.80612804556E-001, +0.00000000000E+000
+1.05062500000E+009, +1.82329918955E-001, +0.00000000000E+000
+1.05125000000E+009, +1.80509622581E-001, +0.00000000000E+000
+1.05187500000E+009, +1.80717132993E-001, +0.00000000000E+000
+1.05250000000E+009, +1.82346011088E-001, +0.00000000000E+000
+1.05312500000E+009, +1.81601920202E-001, +0.00000000000E+000
+1.05375000000E+009, +1.82531848415E-001, +0.00000000000E+000
+1.05437500000E+009, +1.81281651079E-001, +0.00000000000E+000
+1.05500000000E+009, +1.81149486899E-001, +0.00000000000E+000
+1.05562500000E+009, +1.81983926721E-001, +0.00000000000E+000
+1.05625000000E+009, +1.82269119231E-001, +0.00000000000E+000
+1.05687500000E+009, +1.85457485021E-001, +0.00000000000E+000
+1.05750000000E+009, +1.84138044882E-001, +0.00000000000E+000
+1.05812500000E+009, +1.82909785498E-001, +0.00000000000E+000
+1.05875000000E+009, +1.83077120395E-001, +0.00000000000E+000
+1.05937500000E+009, +1.81988812543E-001, +0.00000000000E+000
+1.06000000000E+009, +1.83640363065E-001, +0.00000000000E+000
+1.06062500000E+009, +1.84920656622E-001, +0.00000000000E+000
+1.06125000000E+009, +1.82933585687E-001, +0.00000000000E+000
+1.06187500000E+009, +1.83530430769E-001, +0.00000000000E+000
+1.06250000000E+009, +1.84579517719E-001, +0.00000000000E+000
+1.06312500000E+009, +1.85763601284E-001, +0.00000000000E+000
+1.06375000000E+009, +1.85227930186E-001, +0.00000000000E+000
+1.06437500000E+009, +1.86924093046E-001, +0.00000000000E+000
+1.06500000000E+009, +1.83306591779E-001, +0.00000000000E+000
+1.06562500000E+009, +1.84973104523E-001, +0.00000000000E+000
+1.06625000000E+009, +1.85303484404E-001, +0.00000000000E+000
+1.06687500000E+009, +1.86987339948E-001, +0.00000000000E+000
+1.06750000000E+009, +1.85206155393E-001, +0.00000000000E+000
+1.06812500000E+009, +1.84922287684E-001, +0.00000000000E+000
+1.06875000000E+009, +1.85426131493E-001, +0.00000000000E+000
+1.06937500000E+009, +1.86010350429E-001, +0.00000000000E+000
+1.07000000000E+009, +1.85600851385E-001, +0.00000000000E+000
+1.07062500000E+009, +1.88306857965E-001, +0.00000000000E+000
+1.07125000000E+009, +1.88354437133E-001, +0.00000000000E+000
+1.07187500000E+009, +1.86071708226E-001, +0.00000000000E+000
+1.07250000000E+009, +1.88139926219E-001, +0.00000000000E+000
+1.07312500000E+009, +1.86461685978E-001, +0.00000000000E+000
+1.07375000000E+009, +1.86207611593E-001, +0.00000000000E+000
+1.07437500000E+009, +1.86533351643E-001, +0.00000000000E+000
+1.07500000000E+009, +1.89475575838E-001, +0.00000000000E+000
+1.07562500000E+009, +1.88696568879E-001, +0.00000000000E+000
+1.07625000000E+009, +1.88381623585E-001, +0.00000000000E+000
+1.07687500000E+009, +1.85646531787E-001, +0.00000000000E+000
+1.07750000000E+009, +1.88228625600E-001, +0.00000000000E+000
+1.07812500000E+009, +1.86496866378E-001, +0.00000000000E+000
+1.07875000000E+009, +1.87527512636E-001, +0.00000000000E+000
+1.07937500000E+009, +1.87851438635E-001, +0.00000000000E+000
+1.08000000000E+009, +1.91315389248E-001, +0.00000000000E+000
+1.08062500000E+009, +1.90092501993E-001, +0.00000000000E+000
+1.08125000000E+009, +1.87690329179E-001, +0.00000000000E+000
+1.08187500000E+009, +1.91019457646E-001, +0.00000000000E+000
+1.08250000000E+009, +1.89073507838E-001, +0.00000000000E+000
+1.08312500000E+009, +1.89345755150E-001, +0.00000000000E+000
+1.08375000000E+009, +1.91584607672E-001, +0.00000000000E+000
+1.08437500000E+009, +1.91906238153E-001, +0.00000000000E+000
+1.08500000000E+009, +1.92168106991E-001, +0.00000000000E+000
+1.08562500000E+009, +1.89880765157E-001, +0.00000000000E+000
+1.08625000000E+009, +1.89879909129E-001, +0.00000000000E+000
+1.08687500000E+009, +1.89062454629E-001, +0.00000000000E+000
+1.08750000000E+009, +1.92005594482E-001, +0.00000000000E+000
+1.08812500000E+009, +1.91553837572E-001, +0.00000000000E+000
+1.08875000000E+009, +1.92077264290E-001, +0.00000000000E+000
+1.08937500000E+009, +1.91263918702E-001, +0.00000000000E+000
+1.09000000000E+009, +1.93295708863E-001, +0.00000000000E+000
+1.09062500000E+009, +1.94098519406E-001, +0.00000000000E+000
+1.09125000000E+009, +1.91197767782E-001, +0.00000000000E+000
+1.09187500000E+009, +1.92633757746E-001, +0.00000000000E+000
+1.09250000000E+009, +1.90809228272E-001, +0.00000000000E+000
+1.09312500000E+009, +1.92942383038E-001, +0.00000000000E+000
+1.09375000000E+009, +1.95027907807E-001, +0.00000000000E+000
+1.09437500000E+009, +1.94208206862E-001, +0.00000000000E+000
+1.09500000000E+009, +1.93766315560E-001, +0.00000000000E+000
+1.09562500000E+009, +1.93619854100E-001, +0.00000000000E+000
+1.09625000000E+009, +1.93686614372E-001, +0.00000000000E+000
+1.09687500000E+009, +1.92506333512E-001, +0.00000000000E+000
+1.09750000000E+009, +1.95807706081E-001, +0.00000000000E+000
+1.09812500000E+009, +1.94299820685E-001, +0.00000000000E+000
+1.09875000000E+009, +1.94567687502E-001, +0.00000000000E+000
+1.09937500000E+009, +1.94919712613E-001, +0.00000000000E+000
+1.10000000000E+009, +1.93359782953E-001, +0.00000000000E+000
+1.10062500000E+009, +1.94059227885E-001, +0.00000000000E+000
+1.10125000000E+009, +1.93620988879E-001, +0.00000000000E+000
+1.10187500000E+009, +1.93855751108E-001, +0.00000000000E+000
+1.10250000000E+009, +1.94628029193E-001, +0.00000000000E+000
+1.10312500000E+009, +1.96344446961E-001, +0.00000000000E+000
+1.10375000000E+009, +1.94997178760E-001, +0.00000000000E+000
+1.10437500000E+009, +1.97723152651E-001, +0.00000000000E+000
+1.10500000000E+009, +1.95763484497E-001, +0.00000000000E+000
+1.10562500000E+009, +1.92481316625E-001, +0.00000000000E+000
+1.10625000000E+009, +1.95766877083E-001, +0.00000000000E+000
+1.10687500000E+009, +1.95963865071E-001, +0.00000000000E+000
+1.10750000000E+009, +1.97769659835E-001, +0.00000000000E+000
+1.10812500000E+009, +1.97032519484E-001, +0.00000000000E+000
+1.10875000000E+009, +1.96736005754E-001, +0.00000000000E+000
+1.10937500000E+009, +1.98036282264E-001, +0.00000000000E+000
+1.11000000000E+009, +1.98079887058E-001, +0.00000000000E+000
+1.11062500000E+009, +1.98738878368E-001, +0.00000000000E+000
+1.11125000000E+009, +1.97511684941E-001, +0.00000000000E+000
+1.11187500000E+009, +1.95819928574E-001, +0.00000000000E+000
+1.11250000000E+009, +1.97271019123E-001, +0.00000000000E+000
+1.11312500000E+009, +1.98735851243E-001, +0.00000000000E+000
+1.11375000000E+009, +1.98370767691E-001, +0.00000000000E+000
+1.11437500000E+009, +1.95944973908E-001, +0.00000000000E+000
+1.11500000000E+009, +1.97497612921E-001, +0.00000000000E+000
+1.11562500000E+009, +1.98668119427E-001, +0.00000000000E+000
+1.11625000000E+009, +1.94418385311E-001, +0.00000000000E+000
+1.11687500000E+009, +1.99509723031E-001, +0.00000000000E+000
+1.11750000000E+009, +1.96010844113E-001, +0.00000000000E+000
+1.11812500000E+009, +1.98956413534E-001, +0.00000000000E+000
+1.11875000000E+009, +1.98727774718E-001, +0.00000000000E+000
+1.11937500000E+009, +1.97043976316E-001, +0.00000000000E+000
+1.12000000000E+009, +1.98759715592E-001, +0.00000000000E+000
+1.12062500000E+009, +1.99040983697E-001, +0.00000000000E+000
+1.12125000000E+009, +1.98919018379E-001, +0.00000000000E+000
+1.12187500000E+009, +1.99043873849E-001, +0.00000000000E+000
+1.12250000000E+009, +1.99554641749E-001, +0.00000000000E+000
+1.12312500000E+009, +1.99099356845E-001, +0.00000000000E+000
+1.12375000000E+009, +2.00712439214E-001, +0.00000000000E+000
+1.12437500000E+009, +2.00422451459E-001, +0.00000000000E+000
+1.12500000000E+009, +1.98979728353E-001, +0.00000000000E+000
+1.12562500000E+009, +1.97486247132E-001, +0.00000000000E+000
+1.12625000000E+009, +1.97899884203E-001, +0.00000000000E+000
+1.12687500000E+009, +2.02068608780E-001, +0.00000000000E+000
+1.12750000000E+009, +1.98135225254E-001, +0.00000000000E+000
+1.12812500000E+009, +2.02756214701E-001, +0.00000000000E+000
+1.12875000000E+009, +1.99918860046E-001, +0.00000000000E+000
+1.12937500000E+009, +1.99344132193E-001, +0.00000000000E+000
+1.13000000000E+009, +1.98359987371E-001, +0.00000000000E+000
+1.13062500000E+009, +1.99945450894E-001, +0.00000000000E+000
+1.13125000000E+009, +2.02856306768E-001, +0.00000000000E+000
+1.13187500000E+009, +1.99024247558E-001, +0.00000000000E+000
+1.13250000000E+009, +2.00862780362E-001, +0.00000000000E+000
+1.13312500000E+009, +2.01660991431E-001, +0.00000000000E+000
+1.13375000000E+009, +2.01981485757E-001, +0.00000000000E+000
+1.13437500000E+009, +2.01080997309E-001, +0.00000000000E+000
+1.13500000000E+009, +1.99530096683E-001, +0.00000000000E+000
+1.13562500000E+009, +2.03803742492E-001, +0.00000000000E+000
+1.13625000000E+009, +2.00921184402E-001, +0.00000000000E+000
+1.13687500000E+009, +2.02750541451E-001, +0.00000000000E+000
+1.13750000000E+009, +2.03134922828E-001, +0.00000000000E+000
+1.13812500000E+009, +2.01522512274E-001, +0.00000000000E+000
+1.13875000000E+009, +2.01129859383E-001, +0.00000000000E+000
+1.13937500000E+009, +2.02206125188E-001, +0.00000000000E+000
+1.14000000000E+009, +2.03931035632E-001, +0.00000000000E+000
+1.14062500000E+009, +2.01429061253E-001, +0.00000000000E+000
+1.14125000000E+009, +2.02452220075E-001, +0.00000000000E+000
+1.14187500000E+009, +2.02737338052E-001, +0.00000000000E+000
+1.14250000000E+009, +2.04081114158E-001, +0.00000000000E+000
+1.14312500000E+009, +2.00000340536E-001, +0.00000000000E+000
+1.14375000000E+009, +2.04148361163E-001, +0.00000000000E+000
+1.14437500000E+009, +2.03978240800E-001, +0.00000000000E+000
+1.14500000000E+009, +2.04494312667E-001, +0.00000000000E+000
+1.14562500000E+009, +2.02282233050E-001, +0.00000000000E+000
+1.14625000000E+009, +2.02776269665E-001, +0.00000000000E+000
+1.14687500000E+009, +2.02728359201E-001, +0.00000000000E+000
+1.14750000000E+009, +2.04030505258E-001, +0.00000000000E+000
+1.14812500000E+009, +2.00776584023E-001, +0.00000000000E+000
+1.14875000000E+009, +2.04566093461E-001, +0.00000000000E+000
+1.14937500000E+009, +2.01316401997E-001, +0.00000000000E+000
+1.15000000000E+009, +2.05428561472E-001, +0.00000000000E+000
+1.15062500000E+009, +2.04951783653E-001, +0.00000000000E+000
+1.15125000000E+009, +2.04516765533E-001, +0.00000000000E+000
+1.15187500000E+009, +2.01966357815E-001, +0.00000000000E+000
+1.15250000000E+009, +2.02611714187E-001, +0.00000000000E+000
+1.15312500000E+009, +2.04285524332E-001, +0.00000000000E+000
+1.15375000000E+009, +2.06865046796E-001, +0.00000000000E+000
+1.15437500000E+009, +2.05652399209E-001, +0.00000000000E+000
+1.15500000000E+009, +2.03459043899E-001, +0.00000000000E+000
+1.15562500000E+009, +2.03027827921E-001, +0.00000000000E+000
+1.15625000000E+009, +2.04529034172E-001, +0.00000000000E+000
+1.15687500000E+009, +2.05681100007E-001, +0.00000000000E+000
+1.15750000000E+009, +2.05909102996E-001, +0.00000000000E+000
+1.15812500000E+009, +2.01443061907E-001, +0.00000000000E+000
+1.15875000000E+009, +2.06042047310E-001, +0.00000000000E+000
+1.15937500000E+009, +2.06006200458E-001, +0.00000000000E+000
+1.16000000000E+009, +2.04778493498E-001, +0.00000000000E+000
+1.16062500000E+009, +2.04920274501E-001, +0.00000000000E+000
+1.16125000000E+009, +2.06455939238E-001, +0.00000000000E+000
+1.16187500000E+009, +2.04230219900E-001, +0.00000000000E+000
+1.16250000000E+009, +2.04611026573E-001, +0.00000000000E+000
+1.16312500000E+009, +2.06542300353E-001, +0.00000000000E+000
+1.16375000000E+009, +2.09449602466E-001, +0.00000000000E+000
+1.16437500000E+009, +2.05541851731E-001, +0.00000000000E+000
+1.16500000000E+009, +2.03902801192E-001, +0.00000000000E+000
+1.16562500000E+009, +2.07509189036E-001, +0.00000000000E+000
+1.16625000000E+009, +2.08997937754E-001, +0.00000000000E+000
+1.16687500000E+009, +2.09745989826E-001, +0.00000000000E+000
+1.16750000000E+009, +2.08075972866E-001, +0.00000000000E+000
+1.16812500000E+009, +2.06813763206E-001, +0.00000000000E+000
+1.16875000000E+009, +2.06860796815E-001, +0.00000000000E+000
+1.16937500000E+009, +2.05612367566E-001, +0.00000000000E+000
+1.17000000000E+009, +2.06457383783E-001, +0.00000000000E+000
+1.17062500000E+009, +2.09027270128E-001, +0.00000000000E+000
+1.17125000000E+009, +2.07426622544E-001, +0.00000000000E+000
+1.17187500000E+009, +2.08931783711E-001, +0.00000000000E+000
+1.17250000000E+009, +2.08507951545E-001, +0.00000000000E+000
+1.17312500000E+009, +2.09092985650E-001, +0.00000000000E+000
+1.17375000000E+009, +2.11055442508E-001, +0.00000000000E+000
+1.17437500000E+009, +2.10286979450E-001, +0.00000000000E+000
+1.17500000000E+009, +2.07414671469E-001, +0.00000000000E+000
+1.17562500000E+009, +2.08619035646E-001, +0.00000000000E+000
+1.17625000000E+009, +2.09945929860E-001, +0.00000000000E+000
+1.17687500000E+009, +2.08001192206E-001, +0.00000000000E+000
+1.17750000000E+009, +2.10377252099E-001, +0.00000000000E+000
+1.17812500000E+009, +2.09291174910E-001, +0.00000000000E+000
+1.17875000000E+009, +2.08919882948E-001, +0.00000000000E+000
+1.17937500000E+009, +2.07351508923E-001, +0.00000000000E+000
+1.18000000000E+009, +2.09930444444E-001, +0.00000000000E+000
+1.18062500000E+009, +2.10179025279E-001, +0.00000000000E+000
+1.18125000000E+009, +2.10609432549E-001, +0.00000000000E+000
+1.18187500000E+009, +2.09174041550E-001, +0.00000000000E+000
+1.18250000000E+009, +2.11566319546E-001, +0.00000000000E+000
+1.18312500000E+009, +2.11316740888E-001, +0.00000000000E+000
+1.18375000000E+009, +2.13163345920E-001, +0.00000000000E+000
+1.18437500000E+009, +2.10930927126E-001, +0.00000000000E+000
+1.18500000000E+009, +2.13004947407E-001, +0.00000000000E+000
+1.18562500000E+009, +2.10591550466E-001, +0.00000000000E+000
+1.18625000000E+009, +2.13350328731E-001, +0.00000000000E+000
+1.18687500000E+009, +2.11617093841E-001, +0.00000000000E+000
+1.18750000000E+009, +2.11993730583E-001, +0.00000000000E+000
+1.18812500000E+009, +2.16079021404E-001, +0.00000000000E+000
+1.18875000000E+009, +2.12328011722E-001, +0.00000000000E+000
+1.18937500000E+009, +2.12834208251E-001, +0.00000000000E+000
+1.19000000000E+009, +2.12672162259E-001, +0.00000000000E+000
+1.19062500000E+009, +2.13173087459E-001, +0.00000000000E+000
+1.19125000000E+009, +2.13749320765E-001, +0.00000000000E+000
+1.19187500000E+009, +2.14466569905E-001, +0.00000000000E+000
+1.19250000000E+009, +2.14095663518E-001, +0.00000000000E+000
+1.19312500000E+009, +2.13501292145E-001, +0.00000000000E+000
+1.19375000000E+009, +2.14622839594E-001, +0.00000000000E+000
+1.19437500000E+009, +2.14437143288E-001, +0.00000000000E+000
+1.19500000000E+009, +2.16074620552E-001, +0.00000000000E+000
+1.19562500000E+009, +2.15032600168E-001, +0.00000000000E+000
+1.19625000000E+009, +2.17265086821E-001, +0.00000000000E+000
+1.19687500000E+009, +2.14407677216E-001, +0.00000000000E+000
+1.19750000000E+009, +2.14064316502E-001, +0.00000000000E+000
+1.19812500000E+009, +2.16811142215E-001, +0.00000000000E+000
+1.19875000000E+009, +2.15276328881E-001, +0.00000000000E+000
+1.19937500000E+009, +2.17374855561E-001, +0.00000000000E+000
+1.20000000000E+009, +2.16978296239E-001, +0.00000000000E+000
+1.20062500000E+009, +2.16738776930E-001, +0.00000000000E+000
+1.20125000000E+009, +2.15677916022E-001, +0.00000000000E+000
+1.20187500000E+009, +2.15968239399E-001, +0.00000000000E+000
+1.20250000000E+009, +2.16735630420E-001, +0.00000000000E+000
+1.20312500000E+009, +2.18508598917E-001, +0.00000000000E+000
+1.20375000000E+009, +2.16410595950E-001, +0.00000000000E+000
+1.20437500000E+009, +2.19574805717E-001, +0.00000000000E+000
+1.20500000000E+009, +2.18270716876E-001, +0.00000000000E+000
+1.20562500000E+009, +2.19594142836E-001, +0.00000000000E+000
+1.20625000000E+009, +2.17046121613E-001, +0.00000000000E+000
+1.20687500000E+009, +2.16830570805E-001, +0.00000000000E+000
+1.20750000000E+009, +2.17570699272E-001, +0.00000000000E+000
+1.20812500000E+009, +2.18864881647E-001, +0.00000000000E+000
+1.20875000000E+009, +2.18746962828E-001, +0.00000000000E+000
+1.20937500000E+009, +2.18343603254E-001, +0.00000000000E+000
+1.21000000000E+009, +2.20584363372E-001, +0.00000000000E+000
+1.21062500000E+009, +2.17961752659E-001, +0.00000000000E+000
+1.21125000000E+009, +2.18647833202E-001, +0.00000000000E+000
+1.21187500000E+009, +2.18702397854E-001, +0.00000000000E+000
+1.21250000000E+009, +2.20567980742E-001, +0.00000000000E+000
+1.21312500000E+009, +2.21502853982E-001, +0.00000000000E+000
+1.21375000000E+009, +2.20564966052E-001, +0.00000000000E+000
+1.21437500000E+009, +2.19964843131E-001, +0.00000000000E+000
+1.21500000000E+009, +2.21154556309E-001, +0.00000000000E+000
+1.21562500000E+009, +2.21142338756E-001, +0.00000000000E+000
+1.21625000000E+009, +2.21476516547E-001, +0.00000000000E+000
+1.21687500000E+009, +2.21520390094E-001, +0.00000000000E+000
+1.21750000000E+009, +2.19732711309E-001, +0.00000000000E+000
+1.21812500000E+009, +2.20532532102E-001, +0.00000000000E+000
+1.21875000000E+009, +2.20242648907E-001, +0.00000000000E+000
+1.21937500000E+009, +2.21404363784E-001, +0.00000000000E+000
+1.22000000000E+009, +2.22922584990E-001, +0.00000000000E+000
+1.22062500000E+009, +2.20366752091E-001, +0.00000000000E+000
+1.22125000000E+009, +2.21527807644E-001, +0.00000000000E+000
+1.22187500000E+009, +2.21661514889E-001, +0.00000000000E+000
+1.22250000000E+009, +2.20912045771E-001, +0.00000000000E+000
+1.22312500000E+009, +2.21808268031E-001, +0.00000000000E+000
+1.22375000000E+009, +2.23863733275E-001, +0.00000000000E+000
+1.22437500000E+009, +2.21974690906E-001, +0.00000000000E+000
+1.22500000000E+009, +2.22502043708E-001, +0.00000000000E+000
+1.22562500000E+009, +2.25466549972E-001, +0.00000000000E+000
+1.22625000000E+009, +2.24066936940E-001, +0.00000000000E+000
+1.22687500000E+009, +2.23792400000E-001, +0.00000000000E+000
+1.22750000000E+009, +2.24185783938E-001, +0.00000000000E+000
+1.22812500000E+009, +2.23179901346E-001, +0.00000000000E+000
+1.22875000000E+009, +2.23295197637E-001, +0.00000000000E+000
+1.22937500000E+009, +2.26007318539E-001, +0.00000000000E+000
+1.23000000000E+009, +2.24942517435E-001, +0.00000000000E+000
+1.23062500000E+009, +2.24229373499E-001, +0.00000000000E+000
+1.23125000000E+009, +2.23867147871E-001, +0.00000000000E+000
+1.23187500000E+009, +2.25199380345E-001, +0.00000000000E+000
+1.23250000000E+009, +2.24878601850E-001, +0.00000000000E+000
+1.23312500000E+009, +2.24691330004E-001, +0.00000000000E+000
+1.23375000000E+009, +2.25638138485E-001, +0.00000000000E+000
+1.23437500000E+009, +2.26378249488E-001, +0.00000000000E+000
+1.23500000000E+009, +2.25683244415E-001, +0.00000000000E+000
+1.23562500000E+009, +2.28046195934E-001, +0.00000000000E+000
+1.23625000000E+009, +2.25851132919E-001, +0.00000000000E+000
+1.23687500000E+009, +2.23271627106E-001, +0.00000000000E+000
+1.23750000000E+009, +2.25546236171E-001, +0.00000000000E+000
+1.23812500000E+009, +2.23515947258E-001, +0.00000000000E+000
+1.23875000000E+009, +2.25830322876E-001, +0.00000000000E+000
+1.23937500000E+009, +2.27385065730E-001, +0.00000000000E+000
+1.24000000000E+009, +2.29243679173E-001, +0.00000000000E+000
+1.24062500000E+009, +2.26513071420E-001, +0.00000000000E+000
+1.24125000000E+009, +2.26135005049E-001, +0.00000000000E+000
+1.24187500000E+009, +2.29531061339E-001, +0.00000000000E+000
+1.24250000000E+009, +2.27614688274E-001, +0.00000000000E+000
+1.24312500000E+009, +2.27763512991E-001, +0.00000000000E+000
+1.24375000000E+009, +2.27401026421E-001, +0.00000000000E+000
+1.24437500000E+009, +2.27732670734E-001, +0.00000000000E+000
+1.24500000000E+009, +2.26218000490E-001, +0.00000000000E+000
+1.24562500000E+009, +2.27795903836E-001, +0.00000000000E+000
+1.24625000000E+009, +2.26615327880E-001, +0.00000000000E+000
+1.24687500000E+009, +2.28357225528E-001, +0.00000000000E+000
+1.24750000000E+009, +2.27584127883E-001, +0.00000000000E+000
+1.24812500000E+009, +2.27066336360E-001, +0.00000000000E+000
+1.24875000000E+009, +2.30486468466E-001, +0.00000000000E+000
+1.24937500000E+009, +2.28592525607E-001, +0.00000000000E+000
+1.25000000000E+009, +2.31831624755E-001, +0.00000000000E+000
